state,variable,month,period,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,monthly_summaries_used,sample,counties_in_both_periods,median_paired_county_difference_f,p25_paired_difference_f,p75_paired_difference_f,month_name,season,variable_label,base_period
MS,Tmax,7,2010-2019,25,91.502,90.979,92.185,247,consistent_county,25,-0.524,-0.671,-0.021,Jul,warm,Average daily high temperature,1980-1989
MS,Tmax,7,2020-2025,25,92.308,91.339,92.678,148,consistent_county,25,0.308,-0.357,0.666,Jul,warm,Average daily high temperature,1980-1989
MS,Tmax,8,1980-1989,25,91.322,91.025,91.698,249,consistent_county,25,0.0,0.0,0.0,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,1990-1999,25,91.35,90.652,92.366,247,consistent_county,25,-0.007,-0.729,0.745,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,2000-2009,25,91.967,91.532,92.859,249,consistent_county,25,0.525,0.12,1.217,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,2010-2019,25,91.734,90.956,92.366,248,consistent_county,25,0.27,-0.078,0.723,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,2020-2025,25,92.204,91.43,93.479,147,consistent_county,25,0.67,-0.269,1.695,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,9,1980-1989,25,86.918,85.696,87.223,246,consistent_county,25,0.0,0.0,0.0,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,1990-1999,25,87.168,86.004,87.954,248,consistent_county,25,0.691,0.078,1.177,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,2000-2009,25,86.918,86.651,87.489,250,consistent_county,25,0.363,-0.146,0.91,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,2010-2019,25,88.666,87.905,89.338,247,consistent_county,25,2.095,1.632,2.718,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,2020-2025,25,87.752,86.925,88.65,149,consistent_county,25,1.048,0.538,1.793,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,10,1980-1989,25,77.122,74.999,78.357,249,consistent_county,25,0.0,0.0,0.0,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,1990-1999,25,77.978,76.653,78.997,247,consistent_county,25,0.954,-0.004,1.35,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,2000-2009,25,78.06,75.916,79.138,250,consistent_county,25,1.117,0.477,1.546,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,2010-2019,25,79.459,77.769,80.58,247,consistent_county,25,2.462,1.794,2.875,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,2020-2025,25,80.324,78.819,81.194,150,consistent_county,25,3.059,2.683,3.82,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,11,1980-1989,25,69.181,64.855,70.734,249,consistent_county,25,0.0,0.0,0.0,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,1990-1999,25,66.871,63.682,68.741,245,consistent_county,25,-1.724,-2.386,-1.432,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,2000-2009,25,68.248,65.666,70.267,249,consistent_county,25,0.126,-0.893,0.764,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,2010-2019,25,67.372,64.545,69.078,249,consistent_county,25,-1.287,-1.829,-0.508,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,2020-2025,25,69.729,67.578,71.185,149,consistent_county,25,1.405,0.445,2.174,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,12,1980-1989,25,59.253,53.174,61.185,249,consistent_county,25,0.0,0.0,0.0,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,1990-1999,25,60.062,55.023,62.37,245,consistent_county,25,1.406,0.641,1.964,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,2000-2009,25,58.74,53.883,61.032,245,consistent_county,25,0.512,-0.255,1.137,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,2010-2019,25,60.767,56.387,63.056,246,consistent_county,25,2.395,1.491,3.138,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,2020-2025,25,63.126,59.134,64.658,146,consistent_county,25,4.704,3.792,5.406,Dec,cool,Average daily high temperature,1980-1989
MS,Tmin,1,1980-1989,18,32.608,30.282,34.527,174,consistent_county,18,0.0,0.0,0.0,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,1990-1999,18,36.271,33.928,38.906,175,consistent_county,18,4.184,3.741,4.703,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,2000-2009,18,35.272,32.363,38.036,176,consistent_county,18,3.251,2.47,3.625,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,2010-2019,18,34.004,31.143,36.83,180,consistent_county,18,2.13,1.421,2.464,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,2020-2025,18,35.698,33.55,38.043,108,consistent_county,18,3.513,2.848,4.142,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,2,1980-1989,18,36.968,34.446,38.542,173,consistent_county,18,0.0,0.0,0.0,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,1990-1999,18,39.183,36.962,41.662,174,consistent_county,18,2.835,1.895,3.199,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,2000-2009,18,37.336,34.448,40.222,179,consistent_county,18,0.824,0.11,1.49,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,2010-2019,18,38.939,35.956,42.343,180,consistent_county,18,2.76,1.911,3.636,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,2020-2025,18,40.222,37.55,42.665,108,consistent_county,18,3.544,2.901,3.875,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,3,1980-1989,18,43.94,42.323,45.521,178,consistent_county,18,0.0,0.0,0.0,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,1990-1999,18,44.456,42.25,46.707,179,consistent_county,18,0.582,0.134,1.038,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,2000-2009,18,44.877,42.59,47.5,178,consistent_county,18,1.159,0.895,1.64,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,2010-2019,18,45.181,42.469,47.771,180,consistent_county,18,1.454,1.022,2.061,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,2020-2025,18,48.101,46.087,50.627,108,consistent_county,18,4.339,4.033,5.083,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,4,1980-1989,18,50.645,48.859,52.137,180,consistent_county,18,0.0,0.0,0.0,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,1990-1999,18,51.699,50.011,52.893,171,consistent_county,18,1.01,0.55,1.562,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,2000-2009,18,52.109,50.206,54.007,178,consistent_county,18,1.732,1.177,2.086,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,2010-2019,18,52.976,50.853,54.462,180,consistent_county,18,2.528,1.769,3.003,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,2020-2025,18,53.707,50.876,54.969,107,consistent_county,18,2.647,1.833,3.452,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,5,1980-1989,18,59.891,58.153,61.364,179,consistent_county,18,0.0,0.0,0.0,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,1990-1999,18,60.718,59.157,62.213,179,consistent_county,18,1.053,0.628,1.299,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,2000-2009,18,61.036,59.537,62.47,180,consistent_county,18,1.206,0.855,1.854,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,2010-2019,18,61.366,60.15,62.568,179,consistent_county,18,1.82,1.08,2.115,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,2020-2025,18,63.043,60.836,63.754,108,consistent_county,18,2.676,2.286,3.083,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,6,1980-1989,18,67.006,65.796,68.957,179,consistent_county,18,0.0,0.0,0.0,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,1990-1999,18,68.079,67.237,69.519,178,consistent_county,18,0.887,0.626,1.338,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,2000-2009,18,67.871,66.337,68.713,180,consistent_county,18,0.354,-0.746,0.993,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,2010-2019,18,69.488,68.348,70.401,179,consistent_county,18,2.332,1.71,2.814,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,2020-2025,18,69.712,68.365,70.505,108,consistent_county,18,1.994,1.305,2.937,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,7,1980-1989,18,70.398,69.376,71.564,180,consistent_county,18,0.0,0.0,0.0,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,1990-1999,18,71.275,70.701,72.193,176,consistent_county,18,0.63,0.368,1.057,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,2000-2009,18,70.634,69.626,71.314,179,consistent_county,18,0.001,-1.256,0.425,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,2010-2019,18,71.821,71.149,72.422,179,consistent_county,18,1.274,0.534,1.649,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,2020-2025,18,72.813,72.367,73.552,108,consistent_county,18,2.101,1.822,2.775,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,8,1980-1989,18,69.963,68.802,71.339,180,consistent_county,18,0.0,0.0,0.0,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,1990-1999,18,69.659,68.365,70.353,178,consistent_county,18,-0.361,-1.012,-0.073,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,2000-2009,18,70.519,69.453,71.138,180,consistent_county,18,0.466,-0.73,1.094,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,2010-2019,18,71.098,69.915,72.09,180,consistent_county,18,0.998,0.578,1.716,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,2020-2025,18,71.324,70.386,72.602,108,consistent_county,18,1.269,0.526,2.138,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,9,1980-1989,18,63.088,61.8,64.446,178,consistent_county,18,0.0,0.0,0.0,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,1990-1999,18,63.433,61.622,65.003,179,consistent_county,18,0.235,-0.062,0.639,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,2000-2009,18,64.482,62.887,66.569,180,consistent_county,18,1.688,0.394,2.214,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,2010-2019,18,65.52,63.99,67.439,180,consistent_county,18,2.682,1.911,3.099,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,2020-2025,18,65.424,63.625,66.948,108,consistent_county,18,2.033,1.375,2.87,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,10,1980-1989,18,51.489,49.741,53.573,179,consistent_county,18,0.0,0.0,0.0,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,1990-1999,18,51.823,49.924,54.187,176,consistent_county,18,0.361,-0.479,0.696,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,2000-2009,18,53.249,50.903,55.329,180,consistent_county,18,1.703,0.402,2.086,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,2010-2019,18,53.168,51.562,55.646,179,consistent_county,18,1.858,1.112,2.548,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,2020-2025,18,53.925,52.894,56.379,108,consistent_county,18,2.731,1.823,3.526,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,11,1980-1989,18,44.058,42.614,46.556,179,consistent_county,18,0.0,0.0,0.0,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,1990-1999,18,42.035,40.872,44.422,171,consistent_county,18,-2.199,-2.403,-1.595,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,2000-2009,18,43.1,41.546,45.526,179,consistent_county,18,-1.168,-2.116,-0.628,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,2010-2019,18,41.518,39.637,44.629,180,consistent_county,18,-2.135,-3.154,-1.704,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,2020-2025,18,44.627,42.865,48.111,108,consistent_county,18,1.045,-0.107,1.538,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,12,1980-1989,18,36.227,33.955,38.161,177,consistent_county,18,0.0,0.0,0.0,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,1990-1999,18,38.111,36.402,40.962,172,consistent_county,18,2.427,2.14,3.346,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,2000-2009,18,35.677,32.711,38.226,178,consistent_county,18,-0.009,-0.586,0.447,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,2010-2019,18,39.152,36.8,42.154,180,consistent_county,18,3.872,3.229,4.319,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,2020-2025,18,40.056,37.963,42.917,107,consistent_county,18,4.598,4.086,5.236,Dec,cool,Average daily low temperature,1980-1989
TX,Tavg,1,1980-1989,128,45.023,42.054,48.516,1263,consistent_county,128,0.0,0.0,0.0,Jan,cool,Average daily temperature,1980-1989
TX,Tavg,1,1990-1999,128,46.992,43.158,51.139,1265,consistent_county,128,1.86,1.325,2.31,Jan,cool,Average daily temperature,1980-1989
TX,Tavg,1,2000-2009,128,46.955,43.875,50.881,1262,consistent_county,128,2.294,1.509,2.988,Jan,cool,Average daily temperature,1980-1989
TX,Tavg,1,2010-2019,128,45.627,43.007,49.622,1274,consistent_county,128,1.036,0.187,1.78,Jan,cool,Average daily temperature,1980-1989
TX,Tavg,1,2020-2025,128,46.223,43.394,51.289,766,consistent_county,128,1.641,0.897,2.56,Jan,cool,Average daily temperature,1980-1989
TX,Tavg,2,1980-1989,128,48.4,45.654,52.191,1246,consistent_county,128,0.0,0.0,0.0,Feb,cool,Average daily temperature,1980-1989
TX,Tavg,2,1990-1999,128,51.858,48.448,55.248,1252,consistent_county,128,3.201,2.716,3.684,Feb,cool,Average daily temperature,1980-1989
TX,Tavg,2,2000-2009,128,50.282,47.284,54.204,1250,consistent_county,128,2.209,1.487,2.856,Feb,cool,Average daily temperature,1980-1989
TX,Tavg,2,2010-2019,128,50.243,46.88,54.55,1270,consistent_county,128,1.946,0.985,2.755,Feb,cool,Average daily temperature,1980-1989
TX,Tavg,2,2020-2025,128,49.114,45.627,53.983,764,consistent_county,128,0.846,0.008,1.89,Feb,cool,Average daily temperature,1980-1989
TX,Tavg,3,1980-1989,128,57.067,54.483,60.031,1267,consistent_county,128,0.0,0.0,0.0,Mar,cool,Average daily temperature,1980-1989
TX,Tavg,3,1990-1999,128,56.923,53.646,60.334,1266,consistent_county,128,0.076,-0.401,0.488,Mar,cool,Average daily temperature,1980-1989
TX,Tavg,3,2000-2009,128,58.084,55.301,61.176,1265,consistent_county,128,1.427,0.681,1.914,Mar,cool,Average daily temperature,1980-1989
TX,Tavg,3,2010-2019,128,58.132,55.643,61.584,1276,consistent_county,128,1.588,1.001,2.473,Mar,cool,Average daily temperature,1980-1989
TX,Tavg,3,2020-2025,128,60.037,57.288,64.226,767,consistent_county,128,3.463,2.758,4.166,Mar,cool,Average daily temperature,1980-1989
TX,Tavg,4,1980-1989,128,65.067,62.613,67.442,1265,consistent_county,128,0.0,0.0,0.0,Apr,cool,Average daily temperature,1980-1989
TX,Tavg,4,1990-1999,128,64.193,61.521,67.036,1268,consistent_county,128,-0.729,-1.129,-0.363,Apr,cool,Average daily temperature,1980-1989
TX,Tavg,4,2000-2009,128,65.79,63.276,68.546,1262,consistent_county,128,1.008,0.226,1.609,Apr,cool,Average daily temperature,1980-1989
TX,Tavg,4,2010-2019,128,65.866,63.875,68.431,1275,consistent_county,128,1.027,0.297,1.845,Apr,cool,Average daily temperature,1980-1989
TX,Tavg,4,2020-2025,128,65.928,63.338,69.59,763,consistent_county,128,1.323,0.509,2.218,Apr,cool,Average daily temperature,1980-1989
TX,Tavg,5,1980-1989,128,72.542,70.653,74.529,1266,consistent_county,128,0.0,0.0,0.0,May,shoulder,Average daily temperature,1980-1989
TX,Tavg,5,1990-1999,128,73.067,70.876,75.48,1271,consistent_county,128,0.504,0.02,1.052,May,shoulder,Average daily temperature,1980-1989
TX,Tavg,5,2000-2009,128,73.942,71.915,75.963,1264,consistent_county,128,1.44,0.872,2.013,May,shoulder,Average daily temperature,1980-1989
TX,Tavg,5,2010-2019,128,73.12,71.917,75.445,1271,consistent_county,128,0.742,0.244,1.389,May,shoulder,Average daily temperature,1980-1989
TX,Tavg,5,2020-2025,128,74.291,72.374,77.567,763,consistent_county,128,2.167,1.356,2.919,May,shoulder,Average daily temperature,1980-1989
TX,Tavg,6,1980-1989,128,78.998,77.722,80.473,1267,consistent_county,128,0.0,0.0,0.0,Jun,warm,Average daily temperature,1980-1989
TX,Tavg,6,1990-1999,128,80.267,78.901,81.639,1267,consistent_county,128,1.223,0.793,1.627,Jun,warm,Average daily temperature,1980-1989
TX,Tavg,6,2000-2009,128,80.023,78.775,81.614,1273,consistent_county,128,1.065,0.624,1.714,Jun,warm,Average daily temperature,1980-1989
TX,Tavg,6,2010-2019,128,81.556,80.391,82.792,1276,consistent_county,128,2.51,1.859,3.213,Jun,warm,Average daily temperature,1980-1989
TX,Tavg,6,2020-2025,128,81.888,80.548,83.389,763,consistent_county,128,2.888,2.131,3.538,Jun,warm,Average daily temperature,1980-1989
TX,Tavg,7,1980-1989,128,82.789,81.693,83.857,1272,consistent_county,128,0.0,0.0,0.0,Jul,warm,Average daily temperature,1980-1989
TX,Tavg,7,1990-1999,128,83.339,82.064,84.262,1264,consistent_county,128,0.332,-0.103,0.824,Jul,warm,Average daily temperature,1980-1989
TX,Tavg,7,2000-2009,128,82.844,81.978,83.669,1272,consistent_county,128,0.047,-0.429,0.509,Jul,warm,Average daily temperature,1980-1989
TX,Tavg,7,2010-2019,128,83.948,82.686,84.775,1277,consistent_county,128,1.003,0.395,1.58,Jul,warm,Average daily temperature,1980-1989
TX,Tavg,7,2020-2025,128,84.487,83.44,85.355,763,consistent_county,128,1.666,0.975,2.274,Jul,warm,Average daily temperature,1980-1989
TX,Tavg,8,1980-1989,128,83.133,81.352,84.449,1267,consistent_county,128,0.0,0.0,0.0,Aug,warm,Average daily temperature,1980-1989
TX,Tavg,8,1990-1999,128,82.139,80.88,83.658,1271,consistent_county,128,-0.638,-1.263,-0.153,Aug,warm,Average daily temperature,1980-1989
TX,Tavg,8,2000-2009,128,83.145,81.433,84.495,1267,consistent_county,128,0.123,-0.292,0.565,Aug,warm,Average daily temperature,1980-1989
TX,Tavg,8,2010-2019,128,84.305,82.933,85.601,1279,consistent_county,128,1.35,0.766,1.834,Aug,warm,Average daily temperature,1980-1989
TX,Tavg,8,2020-2025,128,85.001,83.457,86.042,762,consistent_county,128,2.057,1.318,2.591,Aug,warm,Average daily temperature,1980-1989
TX,Tavg,9,1980-1989,128,76.158,74.858,78.307,1264,consistent_county,128,0.0,0.0,0.0,Sep,warm,Average daily temperature,1980-1989
TX,Tavg,9,1990-1999,128,76.335,74.687,78.711,1263,consistent_county,128,0.033,-0.293,0.446,Sep,warm,Average daily temperature,1980-1989
TX,Tavg,9,2000-2009,128,76.192,74.461,78.226,1270,consistent_county,128,-0.161,-0.557,0.464,Sep,warm,Average daily temperature,1980-1989
TX,Tavg,9,2010-2019,128,78.443,76.398,80.382,1277,consistent_county,128,2.033,1.326,2.618,Sep,warm,Average daily temperature,1980-1989
TX,Tavg,9,2020-2025,128,77.837,76.584,80.275,761,consistent_county,128,2.0,1.313,2.678,Sep,warm,Average daily temperature,1980-1989
TX,Tavg,10,1980-1989,128,66.21,63.861,69.026,1265,consistent_county,128,0.0,0.0,0.0,Oct,shoulder,Average daily temperature,1980-1989
TX,Tavg,10,1990-1999,128,66.354,64.593,69.377,1269,consistent_county,128,0.246,-0.058,0.669,Oct,shoulder,Average daily temperature,1980-1989
TX,Tavg,10,2000-2009,128,66.53,64.56,69.589,1261,consistent_county,128,0.545,-0.028,1.017,Oct,shoulder,Average daily temperature,1980-1989
TX,Tavg,10,2010-2019,128,67.195,65.327,70.014,1277,consistent_county,128,1.208,0.522,1.764,Oct,shoulder,Average daily temperature,1980-1989
TX,Tavg,10,2020-2025,128,68.662,67.013,72.387,762,consistent_county,128,3.014,2.262,3.662,Oct,shoulder,Average daily temperature,1980-1989
TX,Tavg,11,1980-1989,128,56.213,53.136,60.136,1263,consistent_county,128,0.0,0.0,0.0,Nov,cool,Average daily temperature,1980-1989
TX,Tavg,11,1990-1999,128,55.243,52.415,58.661,1263,consistent_county,128,-1.015,-1.372,-0.395,Nov,cool,Average daily temperature,1980-1989
TX,Tavg,11,2000-2009,128,56.438,53.698,59.915,1263,consistent_county,128,0.229,-0.303,0.887,Nov,cool,Average daily temperature,1980-1989
TX,Tavg,11,2010-2019,128,55.677,53.27,59.085,1276,consistent_county,128,-0.149,-0.932,0.571,Nov,cool,Average daily temperature,1980-1989
TX,Tavg,11,2020-2025,128,58.033,55.539,62.176,758,consistent_county,128,2.11,1.516,3.006,Nov,cool,Average daily temperature,1980-1989
TX,Tavg,12,1980-1989,128,46.202,42.971,50.272,1266,consistent_county,128,0.0,0.0,0.0,Dec,cool,Average daily temperature,1980-1989
TX,Tavg,12,1990-1999,128,48.287,45.067,52.644,1261,consistent_county,128,2.07,1.59,2.435,Dec,cool,Average daily temperature,1980-1989
TX,Tavg,12,2000-2009,128,46.743,43.691,50.627,1266,consistent_county,128,0.612,0.072,1.199,Dec,cool,Average daily temperature,1980-1989
TX,Tavg,12,2010-2019,128,48.515,45.554,52.654,1271,consistent_county,128,2.429,1.764,3.122,Dec,cool,Average daily temperature,1980-1989
TX,Tavg,12,2020-2025,128,52.555,49.446,56.899,763,consistent_county,128,6.352,5.534,7.286,Dec,cool,Average daily temperature,1980-1989
